99999=>长株潭-长株潭 changzhutan.x.com 长株潭
351=>新疆-博尔塔拉 boertala.x.com 博尔塔拉
352=>新疆-昌吉 changji.x.com 昌吉
353=>新疆-哈密 hami.x.com 哈密
354=>新疆-和田 hetian.x.com 和田
355=>新疆-喀什 kashen.x.com 喀什
356=>新疆-克拉玛依 kelamayi.x.com 克拉玛依
357=>新疆-克孜勒苏 kezileisu.x.com 克孜勒苏
358=>新疆-石河子 shihezi.x.com 石河子
359=>新疆-图木舒克 tumushuke.x.com 图木舒克
360=>新疆-吐鲁番 tulufan.x.com 吐鲁番
361=>新疆-五家渠 wujiaqu.x.com 五家渠
362=>新疆-伊犁 yili.x.com 伊犁
364=>云南-怒江 nujiang.x.com 怒江
365=>云南-普洱 puer.x.com 普洱
366=>云南-丽江 lijiang.x.com 丽江
367=>云南-保山 baoshan.x.com 保山
368=>云南-楚雄 chuxiong.x.com 楚雄
370=>云南-德宏 dehong.x.com 德宏
371=>云南-迪庆 diqing.x.com 迪庆
373=>云南-临沧 lincang.x.com 临沧
375=>云南-文山 wenshan.x.com 文山
378=>云南-昭通 zhaotong.x.com 昭通
391=>安徽-安庆-迎江区 yingjiangqu.x.com 迎江区
392=>安徽-安庆-大观区 daguanqu.x.com 大观区
393=>安徽-安庆-宜秀区 yixiuqu.x.com 宜秀区
394=>安徽-安庆-桐城市 tongchengshi.x.com 桐城市
395=>安徽-安庆-怀宁县 huainingxian.x.com 怀宁县
396=>安徽-安庆-枞阳县 congyangxian.x.com 枞阳县
397=>安徽-安庆-潜山县 qianshanxian.x.com 潜山县
398=>安徽-安庆-太湖县 taihuxian.x.com 太湖县
399=>安徽-安庆-宿松县 susongxian.x.com 宿松县
400=>安徽-安庆-望江县 wangjiangxian.x.com 望江县
401=>安徽-安庆-岳西县 yuexixian.x.com 岳西县
402=>安徽-蚌埠-中市区 zhongshiqu.x.com 中市区
403=>安徽-蚌埠-东市区 dongshiqu.x.com 东市区
404=>安徽-蚌埠-西市区 xishiqu.x.com 西市区
405=>安徽-蚌埠-郊区 jiaoqu.x.com 郊区
406=>安徽-蚌埠-怀远县 huaiyuanxian.x.com 怀远县
407=>安徽-蚌埠-五河县 wuhexian.x.com 五河县
408=>安徽-蚌埠-固镇县 guzhenxian.x.com 固镇县
409=>安徽-巢湖-居巢区 juchaoqu.x.com 居巢区
410=>安徽-巢湖-庐江县 lujiangxian.x.com 庐江县
411=>安徽-巢湖-无为县 wuweixian.x.com 无为县
412=>安徽-巢湖-含山县 hanshanxian.x.com 含山县
413=>安徽-巢湖-和县 hexian.x.com 和县
414=>安徽-池州-贵池区 guichiqu.x.com 贵池区
415=>安徽-池州-东至县 dongzhixian.x.com 东至县
416=>安徽-池州-石台县 shitaixian.x.com 石台县
417=>安徽-池州-青阳县 qingyangxian.x.com 青阳县
418=>安徽-滁州-琅琊区 langyaqu.x.com 琅琊区
419=>安徽-滁州-南谯区 nanqiaoqu.x.com 南谯区
420=>安徽-滁州-天长市 tianzhangshi.x.com 天长市
421=>安徽-滁州-明光市 mingguangshi.x.com 明光市
422=>安徽-滁州-来安县 laianxian.x.com 来安县
423=>安徽-滁州-全椒县 quanjiaoxian.x.com 全椒县
424=>安徽-滁州-定远县 dingyuanxian.x.com 定远县
425=>安徽-滁州-凤阳县 fengyangxian.x.com 凤阳县
426=>安徽-阜阳-蚌山区 bangshanqu.x.com 蚌山区
427=>安徽-阜阳-龙子湖区 longzihuqu.x.com 龙子湖区
428=>安徽-阜阳-禹会区 yuhuiqu.x.com 禹会区
429=>安徽-阜阳-淮上区 huaishangqu.x.com 淮上区
430=>安徽-阜阳-颍州区 yingzhouqu.x.com 颍州区
431=>安徽-阜阳-颍东区 yingdongqu.x.com 颍东区
432=>安徽-阜阳-颍泉区 yingquanqu.x.com 颍泉区
433=>安徽-阜阳-界首市 jieshoushi.x.com 界首市
434=>安徽-阜阳-临泉县 linquanxian.x.com 临泉县
435=>安徽-阜阳-太和县 taihexian.x.com 太和县
436=>安徽-阜阳-阜南县 funanxian.x.com 阜南县
437=>安徽-阜阳-颖上县 yingshangxian.x.com 颖上县
438=>安徽-淮北-相山区 xiangshanqu.x.com 相山区
439=>安徽-淮北-杜集区 dujiqu.x.com 杜集区
440=>安徽-淮北-烈山区 lieshanqu.x.com 烈山区
441=>安徽-淮北-濉溪县 suixixian.x.com 濉溪县
442=>安徽-淮南-田家庵区 tianjiaanqu.x.com 田家庵区
443=>安徽-淮南-大通区 datongqu.x.com 大通区
444=>安徽-淮南-谢家集区 xiejiajiqu.x.com 谢家集区
445=>安徽-淮南-八公山区 bagongshanqu.x.com 八公山区
446=>安徽-淮南-潘集区 panjiqu.x.com 潘集区
447=>安徽-淮南-凤台县 fengtaixian.x.com 凤台县
448=>安徽-黄山-屯溪区 tunxiqu.x.com 屯溪区
449=>安徽-黄山-黄山区 huangshanqu.x.com 黄山区
450=>安徽-黄山-徽州区 huizhouqu.x.com 徽州区
451=>安徽-黄山-歙县 shexian.x.com 歙县
452=>安徽-黄山-休宁县 xiuningxian.x.com 休宁县
453=>安徽-黄山-黟县 yixian.x.com 黟县
454=>安徽-黄山-祁门县 qimenxian.x.com 祁门县
455=>安徽-六安-金安区 jinanqu.x.com 金安区
456=>安徽-六安-裕安区 yuanqu.x.com 裕安区
457=>安徽-六安-寿县 shouxian.x.com 寿县
458=>安徽-六安-霍邱县 huoqiuxian.x.com 霍邱县
459=>安徽-六安-舒城县 shuchengxian.x.com 舒城县
460=>安徽-六安-金寨县 jinzhaixian.x.com 金寨县
461=>安徽-六安-霍山县 huoshanxian.x.com 霍山县
462=>安徽-马鞍山-雨山区 yushanqu.x.com 雨山区
463=>安徽-马鞍山-花山区 huashanqu.x.com 花山区
464=>安徽-马鞍山-金家庄区 jinjiazhuangqu.x.com 金家庄区
465=>安徽-马鞍山-当涂县 dangtuxian.x.com 当涂县
466=>安徽-宿州-埇桥区 yongqiaoqu.x.com 埇桥区
467=>安徽-宿州-砀山县 dangshanxian.x.com 砀山县
468=>安徽-宿州-萧县 xiaoxian.x.com 萧县
469=>安徽-宿州-灵璧县 lingbixian.x.com 灵璧县
470=>安徽-宿州-泗县 sixian.x.com 泗县
471=>安徽-铜陵-铜官山区 tongguanshanqu.x.com 铜官山区
472=>安徽-铜陵-狮子山区 shizishanqu.x.com 狮子山区
473=>安徽-铜陵-郊区 jiaoqu2.x.com 郊区
474=>安徽-铜陵-铜陵县 tonglingxian.x.com 铜陵县
475=>安徽-芜湖-镜湖区 jinghuqu.x.com 镜湖区
476=>安徽-芜湖-弋江区 yijiangqu.x.com 弋江区
477=>安徽-芜湖-鸠江区 jiujiangqu.x.com 鸠江区
478=>安徽-芜湖-三山区 sanshanqu.x.com 三山区
479=>安徽-芜湖-芜湖县 wuhuxian.x.com 芜湖县
480=>安徽-芜湖-繁昌县 fanchangxian.x.com 繁昌县
481=>安徽-芜湖-南陵县 nanlingxian.x.com 南陵县
482=>安徽-宣城-宣州区 xuanzhouqu.x.com 宣州区
483=>安徽-宣城-宁国市 ningguoshi.x.com 宁国市
484=>安徽-宣城-郎溪县 langxixian.x.com 郎溪县
485=>安徽-宣城-广德县 guangdexian.x.com 广德县
486=>安徽-宣城-泾县 jingxian.x.com 泾县
487=>安徽-宣城-绩溪县 jixixian.x.com 绩溪县
488=>安徽-宣城-旌德县 jingdexian.x.com 旌德县
489=>安徽-亳州-涡阳县 woyangxian.x.com 涡阳县
490=>安徽-亳州-蒙城县 mengchengxian.x.com 蒙城县
491=>安徽-亳州-利辛县 lixinxian.x.com 利辛县
492=>安徽-亳州-谯城区 qiaochengqu.x.com 谯城区
493=>北京-北京-东城区 dongchengqu.x.com 东城区
494=>北京-北京-西城区 xichengqu.x.com 西城区
495=>北京-北京-海淀区 haidianqu.x.com 海淀区
496=>北京-北京-朝阳区 chaoyangqu.x.com 朝阳区
497=>北京-北京-崇文区 chongwenqu.x.com 崇文区
498=>北京-北京-宣武区 xuanwuqu.x.com 宣武区
499=>北京-北京-丰台区 fengtaiqu.x.com 丰台区
500=>北京-北京-石景山区 shijingshanqu.x.com 石景山区
501=>北京-北京-房山区 fangshanqu.x.com 房山区
502=>北京-北京-门头沟区 mentougouqu.x.com 门头沟区
503=>北京-北京-通州区 tongzhouqu.x.com 通州区
504=>北京-北京-顺义区 shunyiqu.x.com 顺义区
505=>北京-北京-昌平区 changpingqu.x.com 昌平区
506=>北京-北京-怀柔区 huairouqu.x.com 怀柔区
507=>北京-北京-平谷区 pingguqu.x.com 平谷区
508=>北京-北京-大兴区 daxingqu.x.com 大兴区
509=>北京-北京-密云县 miyunxian.x.com 密云县
510=>北京-北京-延庆县 yanqingxian.x.com 延庆县
511=>福建-福州-鼓楼区 gulouqu.x.com 鼓楼区
512=>福建-福州-台江区 taijiangqu.x.com 台江区
513=>福建-福州-仓山区 cangshanqu.x.com 仓山区
514=>福建-福州-马尾区 maweiqu.x.com 马尾区
515=>福建-福州-晋安区 jinanqu2.x.com 晋安区
516=>福建-福州-福清市 fuqingshi.x.com 福清市
517=>福建-福州-长乐市 zhangleshi.x.com 长乐市
518=>福建-福州-闽侯县 minhouxian.x.com 闽侯县
519=>福建-福州-连江县 lianjiangxian.x.com 连江县
520=>福建-福州-罗源县 luoyuanxian.x.com 罗源县
521=>福建-福州-闽清县 minqingxian.x.com 闽清县
522=>福建-福州-永泰县 yongtaixian.x.com 永泰县
523=>福建-福州-平潭县 pingtanxian.x.com 平潭县
524=>福建-龙岩-新罗区 xinluoqu.x.com 新罗区
525=>福建-龙岩-漳平市 zhangpingshi.x.com 漳平市
526=>福建-龙岩-长汀县 zhangtingxian.x.com 长汀县
527=>福建-龙岩-永定县 yongdingxian.x.com 永定县
528=>福建-龙岩-上杭县 shanghangxian.x.com 上杭县
529=>福建-龙岩-武平县 wupingxian.x.com 武平县
530=>福建-龙岩-连城县 lianchengxian.x.com 连城县
531=>福建-南平-延平区 yanpingqu.x.com 延平区
532=>福建-南平-邵武市 shaowushi.x.com 邵武市
533=>福建-南平-武夷山市 wuyishanshi.x.com 武夷山市
534=>福建-南平-建瓯市 jianoushi.x.com 建瓯市
535=>福建-南平-建阳市 jianyangshi.x.com 建阳市
536=>福建-南平-顺昌县 shunchangxian.x.com 顺昌县
537=>福建-南平-浦城县 puchengxian.x.com 浦城县
538=>福建-南平-光泽县 guangzexian.x.com 光泽县
539=>福建-南平-松溪县 songxixian.x.com 松溪县
540=>福建-南平-政和县 zhenghexian.x.com 政和县
541=>福建-宁德-蕉城区 jiaochengqu.x.com 蕉城区
542=>福建-宁德-福安市 fuanshi.x.com 福安市
543=>福建-宁德-福鼎市 fudingshi.x.com 福鼎市
544=>福建-宁德-霞浦县 xiapuxian.x.com 霞浦县
545=>福建-宁德-古田县 gutianxian.x.com 古田县
546=>福建-宁德-屏南县 pingnanxian.x.com 屏南县
547=>福建-宁德-寿宁县 shouningxian.x.com 寿宁县
548=>福建-宁德-周宁县 zhouningxian.x.com 周宁县
549=>福建-宁德-柘荣县 zherongxian.x.com 柘荣县
550=>福建-莆田-城厢区 chengxiangqu.x.com 城厢区
551=>福建-莆田-涵江区 hanjiangqu.x.com 涵江区
552=>福建-莆田-荔城区 lichengqu.x.com 荔城区
553=>福建-莆田-秀屿区 xiuyuqu.x.com 秀屿区
554=>福建-莆田-仙游县 xianyouxian.x.com 仙游县
555=>福建-泉州-鲤城区 lichengqu2.x.com 鲤城区
556=>福建-泉州-丰泽区 fengzequ.x.com 丰泽区
557=>福建-泉州-洛江区 luojiangqu.x.com 洛江区
558=>福建-泉州-清濛开发区 qingmengkaifaqu.x.com 清濛开发区
559=>福建-泉州-泉港区 quangangqu.x.com 泉港区
560=>福建-泉州-石狮市 shishishi.x.com 石狮市
561=>福建-泉州-晋江市 jinjiangshi.x.com 晋江市
562=>福建-泉州-南安市 nananshi.x.com 南安市
563=>福建-泉州-惠安县 huianxian.x.com 惠安县
564=>福建-泉州-安溪县 anxixian.x.com 安溪县
565=>福建-泉州-永春县 yongchunxian.x.com 永春县
566=>福建-泉州-德化县 dehuaxian.x.com 德化县
567=>福建-泉州-金门县 jinmenxian.x.com 金门县
568=>福建-三明-梅列区 meiliequ.x.com 梅列区
569=>福建-三明-三元区 sanyuanqu.x.com 三元区
570=>福建-三明-永安市 yonganshi.x.com 永安市
571=>福建-三明-明溪县 mingxixian.x.com 明溪县
572=>福建-三明-清流县 qingliuxian.x.com 清流县
573=>福建-三明-宁化县 ninghuaxian.x.com 宁化县
574=>福建-三明-大田县 datianxian.x.com 大田县
575=>福建-三明-尤溪县 youxixian.x.com 尤溪县
576=>福建-三明-沙县 shaxian.x.com 沙县
577=>福建-三明-将乐县 jianglexian.x.com 将乐县
578=>福建-三明-泰宁县 tainingxian.x.com 泰宁县
579=>福建-三明-建宁县 jianningxian.x.com 建宁县
580=>福建-厦门-思明区 simingqu.x.com 思明区
581=>福建-厦门-海沧区 haicangqu.x.com 海沧区
582=>福建-厦门-湖里区 huliqu.x.com 湖里区
583=>福建-厦门-集美区 jimeiqu.x.com 集美区
584=>福建-厦门-同安区 tonganqu.x.com 同安区
585=>福建-厦门-翔安区 xianganqu.x.com 翔安区
586=>福建-漳州-芗城区 xiangchengqu.x.com 芗城区
587=>福建-漳州-龙文区 longwenqu.x.com 龙文区
588=>福建-漳州-龙海市 longhaishi.x.com 龙海市
589=>福建-漳州-云霄县 yunxiaoxian.x.com 云霄县
590=>福建-漳州-漳浦县 zhangpuxian.x.com 漳浦县
591=>福建-漳州-诏安县 zhaoanxian.x.com 诏安县
592=>福建-漳州-长泰县 zhangtaixian.x.com 长泰县
593=>福建-漳州-东山县 dongshanxian.x.com 东山县
594=>福建-漳州-南靖县 nanjingxian.x.com 南靖县
595=>福建-漳州-平和县 pinghexian.x.com 平和县
596=>福建-漳州-华安县 huaanxian.x.com 华安县
597=>甘肃-兰州-皋兰县 gaolanxian.x.com 皋兰县
598=>甘肃-兰州-城关区 chengguanqu.x.com 城关区
599=>甘肃-兰州-七里河区 qilihequ.x.com 七里河区
600=>甘肃-兰州-西固区 xiguqu.x.com 西固区
